scenario_id,hour,base_total_offered_gbps,total_offered_gbps,enterprise_pct,ran_pct,pon_pct,enterprise_gbps,ran_gbps,pon_gbps,minute,minute_step,minute_of_day,traffic_random_factor
200001,5,53.8505,34.51439938,0.337616,0.476279,0.186105,11.65255709,16.43848029,6.423262478,35,5,275,0.995222026
200001,5,53.8505,34.60748709,0.337616,0.476279,0.186105,11.68398484,16.482816,6.440586458,40,5,280,0.997906208
200001,5,53.8505,35.06048928,0.337616,0.476279,0.186105,11.83692489,16.69857139,6.524891909,45,5,285,1.010968517
200001,5,53.8505,34.45631719,0.337616,0.476279,0.186105,11.63294771,16.41081697,6.412453159,50,5,290,0.993547227
200001,5,53.8505,34.92570498,0.337616,0.476279,0.186105,11.79141977,16.63437647,6.499808032,55,5,295,1.007082015
200001,6,53.8505,37.08316585,0.412018,0.448733,0.139249,15.27892807,16.64042922,5.163808559,0,5,300,0.972084215
200001,6,53.8505,38.04676834,0.412018,0.448733,0.139249,15.67594954,17.07282917,5.297989627,5,5,305,0.99734373
200001,6,53.8505,38.4025033,0.412018,0.448733,0.139249,15.82251871,17.23245908,5.347525507,10,5,310,1.006668833
200001,6,53.8505,38.70521892,0.412018,0.448733,0.139249,15.94724297,17.36829748,5.389678475,15,5,315,1.014604107
200001,6,53.8505,38.7945778,0.412018,0.448733,0.139249,15.98406043,17.40839573,5.402121646,20,5,320,1.016946527
200001,6,53.8505,38.85328149,0.412018,0.448733,0.139249,16.00824739,17.43473799,5.410296098,25,5,325,1.018485363
200001,6,53.8505,38.03687483,0.412018,0.448733,0.139249,15.67187324,17.06838963,5.296611961,30,5,330,0.997084385
200001,6,53.8505,37.95564914,0.412018,0.448733,0.139249,15.6384068,17.031941,5.285301333,35,5,335,0.994955165
200001,6,53.8505,38.89948106,0.412018,0.448733,0.139249,16.02728245,17.45546925,5.416729361,40,5,340,1.019696422
200001,6,53.8505,38.14940653,0.412018,0.448733,0.139249,15.71823832,17.11888628,5.312281934,45,5,345,1.000034249
200001,6,53.8505,37.3742396,0.412018,0.448733,0.139249,15.39885567,16.77104353,5.204340405,50,5,350,0.979714314
200001,6,53.8505,37.47603314,0.412018,0.448733,0.139249,15.44079643,16.81672162,5.218515094,55,5,355,0.982382691
200001,7,53.8505,42.70506629,0.476062,0.421335,0.102603,20.3302601,17.99309437,4.381711815,0,5,360,0.972158283
200001,7,53.8505,44.6773206,0.476062,0.421335,0.102603,21.26917547,18.82407208,4.584073051,5,5,365,1.017055611
200001,7,53.8505,44.18344709,0.476062,0.421335,0.102603,21.03406105,18.6159864,4.53339964,10,5,370,1.005812842
200001,7,53.8505,44.94647335,0.476062,0.421335,0.102603,21.39730887,18.93747527,4.611689208,15,5,375,1.023182732
200001,7,53.8505,43.39032249,0.476062,0.421335,0.102603,20.65648455,18.28181607,4.452021861,20,5,380,0.987757779
200001,7,53.8505,44.20588146,0.476062,0.421335,0.102603,21.0447412,18.62543876,4.535701496,25,5,385,1.006323548
200001,7,53.8505,44.8561245,0.476062,0.421335,0.102603,21.35429722,18.89940823,4.602419051,30,5,390,1.021125988
200001,7,53.8505,43.55447517,0.476062,0.421335,0.102603,20.73463141,18.35097917,4.468864587,35,5,395,0.991494628
200001,7,53.8505,44.62109459,0.476062,0.421335,0.102603,21.24240841,18.80038215,4.578304037,40,5,400,1.015775656
200001,7,53.8505,43.06360276,0.476062,0.421335,0.102603,20.5009457,18.14415796,4.418499101,45,5,405,0.980320177
200001,7,53.8505,43.47970212,0.476062,0.421335,0.102603,20.6990348,18.31947475,4.461192572,50,5,410,0.989792459
200001,7,53.8505,43.45368959,0.476062,0.421335,0.102603,20.68665122,18.30851479,4.458523581,55,5,415,0.989200298
200001,8,53.8505,48.05643746,0.546355,0.362577,0.091069,26.25589857,17.42411562,4.376423261,0,5,420,0.978146543
200001,8,53.8505,50.02014001,0.546355,0.362577,0.091069,27.32877825,18.13610723,4.555254527,5,5,425,1.018115982
200001,8,53.8505,48.9041297,0.546355,0.362577,0.091069,26.71903989,17.73146857,4.453621245,10,5,430,0.995400573
200001,8,53.8505,49.46646301,0.546355,0.362577,0.091069,27.02627378,17.93535719,4.504832044,15,5,435,1.006846373
200001,8,53.8505,50.01287499,0.546355,0.362577,0.091069,27.32480897,18.13347311,4.554592913,20,5,440,1.017968109
200001,8,53.8505,49.97294835,0.546355,0.362577,0.091069,27.30299483,18.11899667,4.550956858,25,5,445,1.017155437
200001,8,53.8505,50.22833279,0.546355,0.362577,0.091069,27.44252552,18.21159296,4.574214312,30,5,450,1.022353563
200001,8,53.8505,49.33695899,0.546355,0.362577,0.091069,26.95551855,17.88840213,4.493038319,35,5,455,1.004210433
200001,8,53.8505,48.95792929,0.546355,0.362577,0.091069,26.74843359,17.75097502,4.458520688,40,5,460,0.996495617
200001,8,53.8505,49.35885885,0.546355,0.362577,0.091069,26.96748365,17.89634249,4.495032704,45,5,465,1.004656185
200001,8,53.8505,47.4829037,0.546355,0.362577,0.091069,25.94254525,17.21616599,4.324192455,50,5,470,0.966472767
200001,8,53.8505,47.76322285,0.546355,0.362577,0.091069,26.09569916,17.31780302,4.349720674,55,5,475,0.972178417
200001,9,53.8505,52.91642706,0.643076,0.270364,0.08656,34.02924889,14.30669636,4.580481806,0,5,480,0.984414744
200001,9,53.8505,53.1908906,0.643076,0.270364,0.08656,34.20574962,14.38090142,4.604239556,5,5,485,0.989520644
200001,9,53.8505,54.36903798,0.643076,0.270364,0.08656,34.96338714,14.69943005,4.706220793,10,5,490,1.011437952
200001,9,53.8505,53.26828096,0.643076,0.270364,0.08656,34.25551745,14.40182499,4.610938518,15,5,495,0.990960352
200001,9,53.8505,53.71298188,0.643076,0.270364,0.08656,34.54149365,14.52205611,4.649432132,20,5,500,0.999233211
200001,9,53.8505,55.12757305,0.643076,0.270364,0.08656,35.45118233,14.90451062,4.771880102,25,5,505,1.02554913
200001,9,53.8505,53.73144958,0.643076,0.270364,0.08656,34.55336976,14.52704911,4.651030708,30,5,510,0.999576769
200001,9,53.8505,54.65386481,0.643076,0.270364,0.08656,35.14655225,14.77643697,4.730875596,35,5,515,1.016736642
200001,9,53.8505,53.24455086,0.643076,0.270364,0.08656,34.24025721,14.39540922,4.608884425,40,5,520,0.990518896
200001,9,53.8505,53.85864576,0.643076,0.270364,0.08656,34.63516649,14.56143837,4.662040896,45,5,525,1.001943025
200001,9,53.8505,53.23071659,0.643076,0.270364,0.08656,34.23136073,14.39166894,4.607686921,50,5,530,0.990261535
200001,9,53.8505,53.74598088,0.643076,0.270364,0.08656,34.56271449,14.53097785,4.652288547,55,5,535,0.999847098
200001,10,53.8505,57.74094242,0.610429,0.278495,0.111076,35.24668217,16.08053677,6.413621545,0,5,540,1.019361954
200001,10,53.8505,54.71814863,0.610429,0.278495,0.111076,33.40148451,15.23870522,6.077862297,5,5,545,0.965997377
200001,10,53.8505,57.26310651,0.610429,0.278495,0.111076,34.9549978,15.94746208,6.360545538,10,5,550,1.010926212
200001,10,53.8505,57.03155145,0.610429,0.278495,0.111076,34.81365013,15.88297526,6.334825373,15,5,555,1.006838325
200001,10,53.8505,56.05219698,0.610429,0.278495,0.111076,34.21582484,15.6102304,6.226042789,20,5,560,0.989548744
200001,10,53.8505,55.0492708,0.610429,0.278495,0.111076,33.60361072,15.33092094,6.114641958,25,5,565,0.971843027
200001,10,53.8505,56.83658825,0.610429,0.278495,0.111076,34.69463916,15.82867908,6.313169679,30,5,570,1.003396433
200001,10,53.8505,56.12831606,0.610429,0.278495,0.111076,34.26229005,15.63142914,6.234497777,35,5,575,0.990892555
200001,10,53.8505,57.02559518,0.610429,0.278495,0.111076,34.81001426,15.88131647,6.334163775,40,5,580,1.006733173
200001,10,53.8505,56.77739819,0.610429,0.278495,0.111076,34.65850789,15.81219497,6.306595096,45,5,585,1.002351489
200001,10,53.8505,58.6373996,0.610429,0.278495,0.111076,35.79390465,16.33019519,6.513196247,50,5,590,1.035188062
200001,10,53.8505,56.46988594,0.610429,0.278495,0.111076,34.47079383,15.72655449,6.272437925,55,5,595,0.996922649
200001,11,53.8505,56.75204941,0.633025,0.266578,0.100396,35.9254077,15.12890246,5.697739252,0,5,600,0.972144558
200001,11,53.8505,58.85692425,0.633025,0.266578,0.100396,37.25784393,15.69001782,5.909062511,5,5,605,1.008200394
200001,11,53.8505,58.92818683,0.633025,0.266578,0.100396,37.30295485,15.70901492,5.916217064,10,5,610,1.009421099
200001,11,53.8505,60.9217916,0.633025,0.266578,0.100396,38.56495446,16.24046801,6.116369134,15,5,615,1.043570915
200001,11,53.8505,60.0046485,0.633025,0.266578,0.100396,37.98438089,15.99597695,6.024290657,20,5,620,1.027860545
200001,11,53.8505,59.16771948,0.633025,0.266578,0.100396,37.45458475,15.77286928,5.940265439,25,5,625,1.013524218
200001,11,53.8505,61.1039953,0.633025,0.266578,0.100396,38.68029376,16.28903968,6.13466185,30,5,630,1.046692007
200001,11,53.8505,56.46283168,0.633025,0.266578,0.100396,35.74232594,15.0518031,5.66870264,35,5,635,0.96719035
200001,11,53.8505,57.42361182,0.633025,0.266578,0.100396,36.3505228,15.30792687,5.765162148,40,5,640,0.983648208
200001,11,53.8505,56.92166389,0.633025,0.266578,0.100396,36.03277773,15.17411812,5.714768048,45,5,645,0.97505
200001,11,53.8505,57.86101439,0.633025,0.266578,0.100396,36.62740911,15.4245292,5.809076082,50,5,650,0.991140775
200001,11,53.8505,56.13396285,0.633025,0.266578,0.100396,35.53414409,14.96413359,5.635685174,55,5,655,0.961556931
200001,12,53.8505,59.70788118,0.562869,0.294583,0.142548,33.60765959,17.58886334,8.51125796,0,5,660,1.002917335
200001,12,53.8505,59.41361744,0.562869,0.294583,0.142548,33.44202793,17.50217856,8.46931116,5,5,665,0.997974567
200001,12,53.8505,58.98508447,0.562869,0.294583,0.142548,33.2008204,17.37594048,8.408224506,10,5,670,0.990776469
200001,12,53.8505,59.14132541,0.562869,0.294583,0.142548,33.28876344,17.42196624,8.430496388,15,5,675,0.993400859
200001,12,53.8505,59.59749042,0.562869,0.294583,0.142548,33.54552415,17.55634421,8.495521942,20,5,680,1.001063093
200001,12,53.8505,59.77754552,0.562869,0.294583,0.142548,33.64687142,17.60938519,8.521188494,25,5,685,1.004087491
200001,12,53.8505,60.17519623,0.562869,0.294583,0.142548,33.87069631,17.72652591,8.577872934,30,5,690,1.010766857
200001,12,53.8505,60.4899698,0.562869,0.294583,0.142548,34.0478723,17.81925252,8.622743377,35,5,695,1.01605413
200001,12,53.8505,59.63211932,0.562869,0.294583,0.142548,33.56501566,17.56654526,8.500458235,40,5,700,1.001644758
200001,12,53.8505,59.15026306,0.562869,0.294583,0.142548,33.29379416,17.42459911,8.431770436,45,5,705,0.993550985
200001,12,53.8505,58.7581368,0.562869,0.294583,0.142548,33.07307881,17.3090858,8.375873497,50,5,710,0.986964414
200001,12,53.8505,59.58177034,0.562869,0.294583,0.142548,33.53667582,17.55171336,8.493281071,55,5,715,1.000799042
200001,13,53.8505,59.65390666,0.520534,0.325821,0.153645,31.05184307,19.43647854,9.165485817,0,5,720,0.992376034
200001,13,53.8505,59.95114961,0.520534,0.325821,0.153645,31.20656791,19.53332645,9.211155517,5,5,725,0.997320837
200001,13,53.8505,59.80406254,0.520534,0.325821,0.153645,31.1300042,19.48540243,9.18855642,10,5,730,0.994873961
200001,13,53.8505,60.15642184,0.520534,0.325821,0.153645,31.31341894,19.60020839,9.242694436,15,5,735,1.000735655
200001,13,53.8505,61.05863208,0.520534,0.325821,0.153645,31.78304939,19.89416718,9.381313943,20,5,740,1.015744426
200001,13,53.8505,60.37909356,0.520534,0.325821,0.153645,31.42932698,19.67275945,9.276906688,25,5,745,1.004439923
200001,13,53.8505,60.14308128,0.520534,0.325821,0.153645,31.30647474,19.59586176,9.240644735,30,5,750,1.000513727
200001,13,53.8505,59.48740148,0.520534,0.325821,0.153645,30.96517158,19.3822277,9.139903237,35,5,755,0.989606128
200001,13,53.8505,59.00964835,0.520534,0.325821,0.153645,30.71648518,19.22656583,9.066499166,40,5,760,0.981658438
200001,13,53.8505,59.89810525,0.520534,0.325821,0.153645,31.17895656,19.5160435,9.203005551,45,5,765,0.996438414
200001,13,53.8505,60.2214713,0.520534,0.325821,0.153645,31.34727935,19.62140285,9.252688918,50,5,770,1.001817789
200001,13,53.8505,61.58342604,0.520534,0.325821,0.153645,32.0562221,20.06515592,9.461945571,55,5,775,1.024474666
200001,14,53.8505,60.72667062,0.49174,0.302983,0.205277,29.86173406,18.39914998,12.46578658,0,5,780,1.000600931
200001,14,53.8505,61.02143325,0.49174,0.302983,0.205277,30.00668064,18.48845805,12.52629456,5,5,785,1.005457772
200001,14,53.8505,60.50897987,0.49174,0.302983,0.205277,29.75468681,18.33319338,12.42109968,10,5,790,0.997014013
200001,14,53.8505,60.27189863,0.49174,0.302983,0.205277,29.63810448,18.26136179,12.37243236,15,5,795,0.993107596
200001,14,53.8505,60.34790971,0.49174,0.302983,0.205277,29.67548217,18.28439185,12.38803569,20,5,800,0.99436004
200001,14,53.8505,60.43085835,0.49174,0.302983,0.205277,29.71627133,18.30952388,12.40506313,25,5,805,0.995726795
200001,14,53.8505,61.4176002,0.49174,0.302983,0.205277,30.20149179,18.60848991,12.6076185,30,5,810,1.011985464
200001,14,53.8505,60.39760824,0.49174,0.302983,0.205277,29.69992092,18.29944966,12.39823765,35,5,815,0.995178929
200001,14,53.8505,60.97155484,0.49174,0.302983,0.205277,29.98215343,18.47334574,12.51605567,40,5,820,1.004635919
200001,14,53.8505,60.36941342,0.49174,0.302983,0.205277,29.6860564,18.29090711,12.39244991,45,5,825,0.99471436
200001,14,53.8505,61.00374106,0.49174,0.302983,0.205277,29.99798069,18.48309762,12.52266276,50,5,830,1.005166255
200001,14,53.8505,60.81473183,0.49174,0.302983,0.205277,29.90503728,18.42583103,12.48386352,55,5,835,1.002051926
200001,15,53.8505,61.20930107,0.460817,0.312691,0.226492,28.2062584,19.13958285,13.86345982,0,5,840,0.99903867
200001,15,53.8505,61.34720859,0.460817,0.312691,0.226492,28.26980846,19.18270526,13.89469487,5,5,845,1.001289553
200001,15,53.8505,60.61643477,0.460817,0.312691,0.226492,27.9330558,18.95419903,13.72917993,10,5,850,0.989362096
200001,15,53.8505,61.92660841,0.460817,0.312691,0.226492,28.53680549,19.36387823,14.0259247,15,5,855,1.010746332
200001,15,53.8505,60.85422907,0.460817,0.312691,0.226492,28.04263535,19.02855512,13.78303861,20,5,860,0.993243299
200001,15,53.8505,59.9370833,0.460817,0.312691,0.226492,27.61999941,18.74177211,13.57531178,25,5,865,0.978273938
200001,15,53.8505,59.87480129,0.460817,0.312691,0.226492,27.59129883,18.7222971,13.56120537,30,5,870,0.977257391
200001,15,53.8505,61.60112476,0.460817,0.312691,0.226492,28.38681724,19.2621025,13.95220503,35,5,875,1.005433892
200001,15,53.8505,63.27505585,0.460817,0.312691,0.226492,29.15819237,19.78552528,14.3313382,40,5,880,1.03275526
200001,15,53.8505,61.58613344,0.460817,0.312691,0.226492,28.37990899,19.25741485,13.9488096,45,5,885,1.005189208
200001,15,53.8505,61.25452575,0.460817,0.312691,0.226492,28.22709868,19.15372419,13.87370288,50,5,890,0.999776813
200001,15,53.8505,61.73589371,0.460817,0.312691,0.226492,28.448921,19.3042435,13.98272921,55,5,895,1.007633547
200001,16,53.8505,63.25622004,0.46008,0.285881,0.254038,29.10292202,18.083799,16.06949901,0,5,900,1.022798814
200001,16,53.8505,61.53808923,0.46008,0.285881,0.254038,28.3124444,17.59261675,15.63302808,5,5,905,0.995018113
200001,16,53.8505,60.54146178,0.46008,0.285881,0.254038,27.85391603,17.30769915,15.37984659,10,5,910,0.978903502
200001,16,53.8505,62.94043959,0.46008,0.285881,0.254038,28.95763775,17.99352313,15.9892787,15,5,915,1.017692915
200001,16,53.8505,61.86914522,0.46008,0.285881,0.254038,28.46475664,17.68725962,15.71712896,20,5,920,1.000371005
200001,16,53.8505,63.61950079,0.46008,0.285881,0.254038,29.27006024,18.18765434,16.16178622,25,5,925,1.028672753
200001,16,53.8505,61.48093296,0.46008,0.285881,0.254038,28.28614794,17.57627682,15.6185082,30,5,930,0.994093945
200001,16,53.8505,59.25511309,0.46008,0.285881,0.254038,27.26209272,16.93995554,15.05306483,35,5,935,0.958104347
200001,16,53.8505,59.02791437,0.46008,0.285881,0.254038,27.15756313,16.87500357,14.99534767,40,5,940,0.954430739
200001,16,53.8505,63.80160732,0.46008,0.285881,0.254038,29.35384381,18.23971527,16.20804824,45,5,945,1.031617259
200001,16,53.8505,63.9166182,0.46008,0.285881,0.254038,29.40675801,18.27259478,16.2372654,50,5,950,1.033476886
200001,16,53.8505,60.90735742,0.46008,0.285881,0.254038,28.0222573,17.41230204,15.47279808,55,5,955,0.984819721
200001,17,53.8505,63.09271507,0.317603,0.341566,0.340831,20.03847303,21.55039122,21.50395005,0,5,960,0.992332756
200001,17,53.8505,64.82353789,0.317603,0.341566,0.340831,20.58818858,22.14158323,22.09386803,5,5,965,1.019555426
200001,17,53.8505,62.41351681,0.317603,0.341566,0.340831,19.82275723,21.31839949,21.27245826,10,5,970,0.981650212
200001,17,53.8505,62.61273599,0.317603,0.341566,0.340831,19.88602995,21.38644619,21.34035832,15,5,975,0.984783564
200001,17,53.8505,64.05589603,0.317603,0.341566,0.340831,20.34438277,21.87938208,21.83223193,20,5,980,1.007481827
200001,17,53.8505,63.08200171,0.317603,0.341566,0.340831,20.03507043,21.54673189,21.5002986,25,5,985,0.992164254
200001,17,53.8505,63.4474549,0.317603,0.341566,0.340831,20.15113968,21.67155865,21.62485636,30,5,990,0.997912163
200001,17,53.8505,63.29890185,0.317603,0.341566,0.340831,20.1039587,21.62081783,21.57422488,35,5,995,0.995575696
200001,17,53.8505,63.76900787,0.317603,0.341566,0.340831,20.25326606,21.78139054,21.73445157,40,5,1000,1.002969602
200001,17,53.8505,64.77290479,0.317603,0.341566,0.340831,20.57210733,22.12428863,22.07661071,45,5,1005,1.01875906
200001,17,53.8505,63.53725683,0.317603,0.341566,0.340831,20.17966109,21.70223203,21.65546364,50,5,1010,0.999324583
200001,17,53.8505,64.05647027,0.317603,0.341566,0.340831,20.34456515,21.87957822,21.83242765,55,5,1015,1.007490858
200001,18,53.8505,64.37113596,0.248573,0.373241,0.378185,16.00090505,24.02597586,24.34425505,0,5,1020,0.976915871
200001,18,53.8505,66.28984602,0.248573,0.373241,0.378185,16.47784393,24.74211797,25.06988411,5,5,1025,1.006034796
200001,18,53.8505,65.52818068,0.248573,0.373241,0.378185,16.28851475,24.4578329,24.78183303,10,5,1030,0.994475532
200001,18,53.8505,65.16812514,0.248573,0.373241,0.378185,16.19901478,24.32344525,24.64566511,15,5,1035,0.989011221
200001,18,53.8505,65.49470232,0.248573,0.373241,0.378185,16.28019294,24.44533739,24.76917199,20,5,1040,0.993967455
200001,18,53.8505,66.01624013,0.248573,0.373241,0.378185,16.40983299,24.63999692,24.96641023,25,5,1045,1.001882471
200001,18,53.8505,67.21458782,0.248573,0.373241,0.378185,16.70770947,25.08726994,25.41960841,30,5,1050,1.020068958
200001,18,53.8505,65.06499302,0.248573,0.373241,0.378185,16.17337895,24.28495207,24.606662,35,5,1055,0.987446056
200001,18,53.8505,66.36591545,0.248573,0.373241,0.378185,16.49675271,24.77051024,25.0986525,40,5,1060,1.007189249
200001,18,53.8505,65.8723973,0.248573,0.373241,0.378185,16.37407759,24.58630881,24.9120109,45,5,1065,0.999699468
200001,18,53.8505,66.02242381,0.248573,0.373241,0.378185,16.41137008,24.64230492,24.96874881,50,5,1070,1.001976316
200001,18,53.8505,67.29785235,0.248573,0.373241,0.378185,16.72840676,25.11834772,25.45109788,55,5,1075,1.021332606
200001,19,53.8505,68.29366002,0.176061,0.437615,0.386323,12.02385042,29.88634907,26.38346053,0,5,1080,1.00131165
200001,19,53.8505,68.82711819,0.176061,0.437615,0.386323,12.1177716,30.11979852,26.58954807,5,5,1085,1.009133135
200001,19,53.8505,67.83139003,0.176061,0.437615,0.386323,11.9424627,29.68405266,26.20487467,10,5,1090,0.994533915
200001,19,53.8505,67.47002356,0.176061,0.437615,0.386323,11.87884016,29.52591317,26.06527023,15,5,1095,0.989235612
200001,19,53.8505,67.78510227,0.176061,0.437615,0.386323,11.93431323,29.66379643,26.18699261,20,5,1100,0.99385525
200001,19,53.8505,68.09635788,0.176061,0.437615,0.386323,11.98911321,29.80000664,26.30723803,25,5,1105,0.998418835
200001,19,53.8505,68.05235918,0.176061,0.437615,0.386323,11.98136675,29.78075214,26.29024029,30,5,1110,0.997773732
200001,19,53.8505,67.21076683,0.176061,0.437615,0.386323,11.83319516,29.41245847,25.96511321,35,5,1115,0.985434428
200001,19,53.8505,67.99490518,0.176061,0.437615,0.386323,11.97125134,29.75560939,26.26804445,40,5,1120,0.99693135
200001,19,53.8505,68.0868348,0.176061,0.437615,0.386323,11.98743657,29.7958392,26.30355904,45,5,1125,0.998279209
